file_path,split_group,class,prefix,is_corrupt,is_dup_within_group,is_cross_group_dup,is_anomaly,blazeface_undetected,blazeface_detected,blazeface_n_faces,blazeface_top_confidence,blazeface_bbox_rel_area
../data/raw\train\happy\Training_45051432.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.635674238204956,0.8402777777777778
../data/raw\train\happy\Training_45060858.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.9273366928100586,0.3402777777777778
../data/raw\train\happy\Training_45089198.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7881145477294922,0.6944444444444444
../data/raw\train\happy\Training_45089464.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.6754195094108582,0.8402777777777778
../data/raw\train\happy\Training_45091474.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.7798240780830383,0.8402777777777778
../data/raw\train\happy\Training_45107540.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.841217041015625,0.7296006944444444
../data/raw\train\happy\Training_45115516.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7861481308937073,0.5316840277777778
../data/raw\train\happy\Training_45117754.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.6719005107879639,0.6944444444444444
../data/raw\train\happy\Training_45121129.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.7327954173088074,0.8025173611111112
../data/raw\train\happy\Training_45127992.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.85147625207901,0.66015625
../data/raw\train\happy\Training_45145847.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6930473446846008,0.5625
../data/raw\train\happy\Training_45209118.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.6270133852958679,0.6944444444444444
../data/raw\train\happy\Training_4524589.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.820030927658081,0.87890625
../data/raw\train\happy\Training_4525635.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8932474851608276,0.765625
../data/raw\train\happy\Training_45264557.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8922714591026306,0.5316840277777778
../data/raw\train\happy\Training_45277888.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.5446158051490784,0.765625
../data/raw\train\happy\Training_45300648.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6261659860610962,0.9184027777777778
../data/raw\train\happy\Training_45302057.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,7,0.5567271113395691,0.5625
../data/raw\train\happy\Training_45308640.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8373497128486633,0.5017361111111112
../data/raw\train\happy\Training_45313199.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.5367795825004578,0.8025173611111112
../data/raw\train\happy\Training_45330969.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.7236826419830322,0.87890625
../data/raw\train\happy\Training_45336730.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7623350024223328,0.66015625
../data/raw\train\happy\Training_45339836.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8298903703689575,0.5625
../data/raw\train\happy\Training_45371810.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8226960301399231,0.4444444444444444
../data/raw\train\happy\Training_45374450.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.5829232931137085,0.87890625
../data/raw\train\happy\Training_45375293.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7059733271598816,0.8025173611111112
../data/raw\train\happy\Training_4537829.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.592595100402832,0.7296006944444444
../data/raw\train\happy\Training_45379855.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7700951099395752,0.6267361111111112
../data/raw\train\happy\Training_45399707.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7564620971679688,0.6267361111111112
../data/raw\train\happy\Training_45403644.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,6,0.7486886382102966,0.6944444444444444
../data/raw\train\happy\Training_45411408.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8869470953941345,0.4171006944444444
../data/raw\train\happy\Training_45412423.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,8,0.7143656015396118,0.5625
../data/raw\train\happy\Training_45416934.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.573423445224762,0.765625
../data/raw\train\happy\Training_45425039.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.654501736164093,0.7296006944444444
../data/raw\train\happy\Training_45426284.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6771147847175598,0.87890625
../data/raw\train\happy\Training_45439091.jpg,TRAIN,happy,Training_,False,False,True,False,False,True,3,0.4948328733444214,0.7296006944444444
../data/raw\train\happy\Training_45440006.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7406704425811768,0.8025173611111112
../data/raw\train\happy\Training_45463269.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6030461192131042,0.66015625
../data/raw\train\happy\Training_45475668.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7114452719688416,0.6944444444444444
../data/raw\train\happy\Training_45487918.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7665399312973022,0.765625
../data/raw\train\happy\Training_45498839.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7887781262397766,0.7296006944444444
../data/raw\train\happy\Training_45521963.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.606095016002655,0.765625
../data/raw\train\happy\Training_45524596.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.7429320812225342,0.66015625
../data/raw\train\happy\Training_45532533.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7426115274429321,0.66015625
../data/raw\train\happy\Training_45548550.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8143448829650879,0.6944444444444444
../data/raw\train\happy\Training_45567441.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8468577861785889,0.8025173611111112
../data/raw\train\happy\Training_4557105.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8931645750999451,0.765625
../data/raw\train\happy\Training_45598230.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7427985072135925,0.765625
../data/raw\train\happy\Training_45600977.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7005552649497986,0.8402777777777778
../data/raw\train\happy\Training_45601226.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6559414863586426,0.8025173611111112
../data/raw\train\happy\Training_45604927.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8931663632392883,0.7296006944444444
../data/raw\train\happy\Training_45610444.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6827162504196167,0.66015625
../data/raw\train\happy\Training_45617521.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7107479572296143,0.6267361111111112
../data/raw\train\happy\Training_45644624.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7353391647338867,0.6944444444444444
../data/raw\train\happy\Training_45677306.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6654466390609741,0.8025173611111112
../data/raw\train\happy\Training_45687515.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.709708571434021,0.765625
../data/raw\train\happy\Training_45705310.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.8676474094390869,0.765625
../data/raw\train\happy\Training_45707135.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6851471066474915,0.765625
../data/raw\train\happy\Training_4575219.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8148323893547058,0.5625
../data/raw\train\happy\Training_45758012.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8585041761398315,0.765625
../data/raw\train\happy\Training_45759803.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.6840111017227173,0.4444444444444444
../data/raw\train\happy\Training_45766025.jpg,TRAIN,happy,Training_,False,True,False,False,False,True,2,0.8845573663711548,0.8025173611111112
../data/raw\train\happy\Training_45782600.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.5767252445220947,0.66015625
../data/raw\train\happy\Training_45799030.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,7,0.43739053606987,0.5625
../data/raw\train\happy\Training_45801924.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6935054063796997,0.6944444444444444
../data/raw\train\happy\Training_45809043.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7297991514205933,0.7296006944444444
../data/raw\train\happy\Training_45848591.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.555709719657898,0.6944444444444444
../data/raw\train\happy\Training_45848839.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8647546768188477,0.6944444444444444
../data/raw\train\happy\Training_45850959.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.5594261288642883,0.5941840277777778
../data/raw\train\happy\Training_45870982.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8236954808235168,0.5017361111111112
../data/raw\train\happy\Training_45884752.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7400381565093994,0.7296006944444444
../data/raw\train\happy\Training_45896991.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8795325756072998,0.6267361111111112
../data/raw\train\happy\Training_45907363.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6419965624809265,0.87890625
../data/raw\train\happy\Training_45922333.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.862691342830658,0.4444444444444444
../data/raw\train\happy\Training_45936034.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7342682480812073,0.87890625
../data/raw\train\happy\Training_45937930.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7675727605819702,0.3650173611111111
../data/raw\train\happy\Training_45948451.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,7,0.47431692481040955,0.6267361111111112
../data/raw\train\happy\Training_45957781.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8949307203292847,0.4171006944444444
../data/raw\train\happy\Training_45958537.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8081384301185608,0.7296006944444444
../data/raw\train\happy\Training_45966739.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7460827231407166,0.765625
../data/raw\train\happy\Training_45972558.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7721163034439087,0.8025173611111112
../data/raw\train\happy\Training_45988394.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7425021529197693,0.5625
../data/raw\train\happy\Training_46005485.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.6467161178588867,0.765625
../data/raw\train\happy\Training_46007711.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6345973610877991,0.8402777777777778
../data/raw\train\happy\Training_46013551.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.782310962677002,0.8402777777777778
../data/raw\train\happy\Training_4602104.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.656510055065155,0.6944444444444444
../data/raw\train\happy\Training_46061768.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.824984073638916,0.3650173611111111
../data/raw\train\happy\Training_4607488.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8552242517471313,0.390625
../data/raw\train\happy\Training_46120187.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8809154629707336,0.4171006944444444
../data/raw\train\happy\Training_46133958.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8199577331542969,0.66015625
../data/raw\train\happy\Training_46142585.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8223956227302551,0.6267361111111112
../data/raw\train\happy\Training_46147894.jpg,TRAIN,happy,Training_,False,True,False,False,False,True,3,0.8211013078689575,0.5625
../data/raw\train\happy\Training_46148634.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7486787438392639,0.47265625
../data/raw\train\happy\Training_46155064.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.6481165885925293,0.8025173611111112
../data/raw\train\happy\Training_46171710.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.5142883062362671,0.47265625
../data/raw\train\happy\Training_46172516.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.608828604221344,0.7296006944444444
../data/raw\train\happy\Training_46176962.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8327332139015198,0.5017361111111112
../data/raw\train\happy\Training_46191606.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7958092093467712,0.87890625
../data/raw\train\happy\Training_46218047.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7605629563331604,0.25
../data/raw\train\happy\Training_4622004.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7571191787719727,0.8025173611111112
../data/raw\train\happy\Training_46223792.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.812842607498169,0.6944444444444444
../data/raw\train\happy\Training_46251070.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.5811994671821594,0.8025173611111112
../data/raw\train\happy\Training_46277267.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,6,0.666412353515625,0.5316840277777778
../data/raw\train\happy\Training_46295727.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7273778915405273,0.765625
../data/raw\train\happy\Training_46313107.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.4676459729671478,0.5625
../data/raw\train\happy\Training_4632503.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6398814916610718,0.47265625
../data/raw\train\happy\Training_46334744.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7784355282783508,0.7296006944444444
../data/raw\train\happy\Training_46335906.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7836365699768066,0.5941840277777778
../data/raw\train\happy\Training_46348301.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6873975992202759,0.66015625
../data/raw\train\happy\Training_46360046.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6143708229064941,0.9184027777777778
../data/raw\train\happy\Training_46361672.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8930244445800781,0.765625
../data/raw\train\happy\Training_46371334.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.766413152217865,0.8025173611111112
../data/raw\train\happy\Training_4641127.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8069276213645935,0.8025173611111112
../data/raw\train\happy\Training_46416822.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.6822739839553833,0.8402777777777778
../data/raw\train\happy\Training_46421069.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8049957752227783,0.5625
../data/raw\train\happy\Training_46424635.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8362473845481873,0.7296006944444444
../data/raw\train\happy\Training_46426592.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.6903532147407532,0.6944444444444444
../data/raw\train\happy\Training_4646695.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6452404260635376,0.765625
../data/raw\train\happy\Training_46473303.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,7,0.7724879384040833,0.6267361111111112
../data/raw\train\happy\Training_46490058.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.7913742065429688,0.31640625
../data/raw\train\happy\Training_46507034.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8579434156417847,0.5625
../data/raw\train\happy\Training_46521684.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7775890827178955,0.7296006944444444
../data/raw\train\happy\Training_46546196.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.6829218864440918,0.765625
../data/raw\train\happy\Training_46554121.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.15817393362522125,0.5316840277777778
../data/raw\train\happy\Training_46559828.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7121382355690002,0.8402777777777778
../data/raw\train\happy\Training_46583470.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7926608324050903,0.6267361111111112
../data/raw\train\happy\Training_46595002.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7620863318443298,0.765625
../data/raw\train\happy\Training_46599455.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.6766724586486816,0.7296006944444444
../data/raw\train\happy\Training_46650865.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.681780219078064,0.7296006944444444
../data/raw\train\happy\Training_46659848.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7961168885231018,0.4444444444444444
../data/raw\train\happy\Training_46683023.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,6,0.5479438304901123,0.6267361111111112
../data/raw\train\happy\Training_46719576.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.6873711943626404,0.5316840277777778
../data/raw\train\happy\Training_46732104.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.5285640358924866,0.6267361111111112
../data/raw\train\happy\Training_46737305.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.6692796945571899,0.6267361111111112
../data/raw\train\happy\Training_46747707.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8780795931816101,0.7296006944444444
../data/raw\train\happy\Training_467541.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8033300042152405,0.5625
../data/raw\train\happy\Training_46757857.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.776914656162262,0.6944444444444444
../data/raw\train\happy\Training_46777059.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7387583255767822,0.8402777777777778
../data/raw\train\happy\Training_46789907.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7564499378204346,0.5941840277777778
../data/raw\train\happy\Training_46807257.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7949987053871155,0.5017361111111112
../data/raw\train\happy\Training_46838216.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7154693603515625,0.9184027777777778
../data/raw\train\happy\Training_46839003.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7953718304634094,0.765625
../data/raw\train\happy\Training_46880224.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.697172224521637,0.5316840277777778
../data/raw\train\happy\Training_46888260.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8110374808311462,0.5941840277777778
../data/raw\train\happy\Training_46890090.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.4921818673610687,0.7296006944444444
../data/raw\train\happy\Training_46908272.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7929521203041077,0.8402777777777778
../data/raw\train\happy\Training_46918975.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7879306077957153,0.8402777777777778
../data/raw\train\happy\Training_46933826.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.5923312902450562,0.6944444444444444
../data/raw\train\happy\Training_46939938.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8266186714172363,0.47265625
../data/raw\train\happy\Training_46943702.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7128756046295166,0.6944444444444444
../data/raw\train\happy\Training_46944403.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8632637858390808,0.5625
../data/raw\train\happy\Training_46964584.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7030399441719055,0.765625
../data/raw\train\happy\Training_46972785.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8346602916717529,0.5316840277777778
../data/raw\train\happy\Training_46988801.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.9113513231277466,0.6267361111111112
../data/raw\train\happy\Training_46991180.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.7282156944274902,0.6267361111111112
../data/raw\train\happy\Training_47005251.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7685753703117371,0.7296006944444444
../data/raw\train\happy\Training_47009669.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.48515784740448,0.5316840277777778
../data/raw\train\happy\Training_47017843.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.844454824924469,0.9587673611111112
../data/raw\train\happy\Training_47023842.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,6,0.6549482941627502,0.5625
../data/raw\train\happy\Training_47060033.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8731993436813354,0.4444444444444444
../data/raw\train\happy\Training_47060911.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8510833978652954,0.765625
../data/raw\train\happy\Training_47071880.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8725550174713135,0.7296006944444444
../data/raw\train\happy\Training_47109432.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8540416359901428,0.7296006944444444
../data/raw\train\happy\Training_47124500.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8160693049430847,0.5941840277777778
../data/raw\train\happy\Training_47128724.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7199912071228027,0.765625
../data/raw\train\happy\Training_47131698.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8650530576705933,0.5316840277777778
../data/raw\train\happy\Training_47135034.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.7145480513572693,0.8025173611111112
../data/raw\train\happy\Training_47153465.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.8147777915000916,0.6944444444444444
../data/raw\train\happy\Training_47178464.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7844102382659912,0.8025173611111112
../data/raw\train\happy\Training_4717939.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7815611958503723,0.7296006944444444
../data/raw\train\happy\Training_47199915.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8824056386947632,0.2934027777777778
../data/raw\train\happy\Training_47216824.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8234468102455139,0.6944444444444444
../data/raw\train\happy\Training_47239437.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,8,0.8120297193527222,0.4444444444444444
../data/raw\train\happy\Training_47251060.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.5397832989692688,0.6944444444444444
../data/raw\train\happy\Training_4725328.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8282037973403931,0.2934027777777778
../data/raw\train\happy\Training_47256180.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8513873219490051,0.8402777777777778
../data/raw\train\happy\Training_47283810.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.45159029960632324,0.66015625
../data/raw\train\happy\Training_47295301.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8296546936035156,0.7296006944444444
../data/raw\train\happy\Training_47307735.jpg,TRAIN,happy,Training_,False,False,True,False,False,True,2,0.7408292889595032,0.7296006944444444
../data/raw\train\happy\Training_47329040.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.8575385808944702,0.6944444444444444
../data/raw\train\happy\Training_47334198.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6830439567565918,0.47265625
../data/raw\train\happy\Training_4735257.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.7562403082847595,0.6944444444444444
../data/raw\train\happy\Training_47359956.jpg,TRAIN,happy,Training_,False,True,False,False,False,True,5,0.6755029559135437,0.765625
../data/raw\train\happy\Training_47372720.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6137984395027161,0.8025173611111112
../data/raw\train\happy\Training_47391517.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8802066445350647,0.4444444444444444
../data/raw\train\happy\Training_47393727.jpg,TRAIN,happy,Training_,False,True,False,False,False,True,3,0.7823154926300049,0.390625
../data/raw\train\happy\Training_47403314.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6412317752838135,0.6944444444444444
../data/raw\train\happy\Training_47409046.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6798306107521057,0.6944444444444444
../data/raw\train\happy\Training_47441618.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8335525989532471,0.66015625
../data/raw\train\happy\Training_4746688.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8139650225639343,0.4444444444444444
../data/raw\train\happy\Training_47477059.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.7137169241905212,0.4444444444444444
../data/raw\train\happy\Training_47484211.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,5,0.635814368724823,0.8025173611111112
../data/raw\train\happy\Training_47490067.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8235725164413452,0.5316840277777778
../data/raw\train\happy\Training_4751179.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.8090943098068237,0.5625
../data/raw\train\happy\Training_47570761.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8683445453643799,0.7296006944444444
../data/raw\train\happy\Training_47574905.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.6728638410568237,0.87890625
../data/raw\train\happy\Training_47583515.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,8,0.5781224966049194,0.765625
../data/raw\train\happy\Training_47584390.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.5334352254867554,0.765625
../data/raw\train\happy\Training_4759204.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8848576545715332,0.8025173611111112
../data/raw\train\happy\Training_47611630.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8151366710662842,0.765625
../data/raw\train\happy\Training_47613435.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.8661089539527893,0.6944444444444444
../data/raw\train\happy\Training_47629240.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8049305081367493,0.765625
../data/raw\train\happy\Training_47636305.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7824392318725586,0.6267361111111112
../data/raw\train\happy\Training_47641621.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.7777850031852722,0.8402777777777778
../data/raw\train\happy\Training_47654964.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6760444641113281,0.7296006944444444
../data/raw\train\happy\Training_47673083.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.6676244735717773,0.8402777777777778
../data/raw\train\happy\Training_47674758.jpg,TRAIN,happy,Training_,False,True,False,False,False,True,1,0.648551881313324,0.7296006944444444
../data/raw\train\happy\Training_4768653.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,4,0.728885293006897,0.5017361111111112
../data/raw\train\happy\Training_47706535.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,1,0.8068884015083313,0.8402777777777778
../data/raw\train\happy\Training_47716624.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,2,0.7896595001220703,0.5625
../data/raw\train\happy\Training_47723214.jpg,TRAIN,happy,Training_,False,False,False,False,False,True,3,0.9065335392951965,0.7296006944444444
