record_id,dataset_version,language,text,source_type,domain_category,annotator_1_label,annotator_2_label,annotator_1_ambiguity_flag,annotator_2_ambiguity_flag,annotator_1_tags,annotator_2_tags,agreement_status,adjudicated_label,ambiguity_flag_final,selection_status,source_origin,source_record_id,source_provenance
SI-SYMPTOM-005,historical_dev_v1,si,"රෑට heartburn එක දරාගන්න බැරි විදිහට තියෙනවා, නිදාගන්නත් බැහැ.",historical_ground_truth_development,historical_existing_development,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-SYMPTOM-005,non-frozen Experiment 01 development membership
SI-ANXIETY-006,historical_dev_v1,si,මම බබාට ඕන විදිහට බලාගන්නවද කියලා නිතරම හිතෙනවා.,historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-ANXIETY-006,non-frozen Experiment 01 development membership
SI-ROUTINE-007,historical_dev_v1,si,දිනකට කෝපි කෝප්පයක් බීවොත් කමක් නැද්ද?,historical_ground_truth_development,historical_existing_development,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-ROUTINE-007,non-frozen Experiment 01 development membership
SI-ROUTINE-T03,historical_dev_v1,si,"ආයෙත් confirm කරගන්න විතරයි, දිනකට කෝපි කෝප්පයක් බීවොත් හරියටම කමක් නැද්ද? බය නෙමෙයි, ඔන්න ඉතින් ඇහුවා විතරයි.",historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-ROUTINE-T03,non-frozen Experiment 01 development membership
SI-ROUTINE-T01,historical_dev_v1,si,"ඊයේ check කරගන්නවත් නැතුව painkiller එකක් ගත්තා, ඒක safe ද කියලා දැන්ම දැනගන්න ඕන, මොකක් හරි වැරදුනා කියලා හරිම කනස්සල්ලෙන්.",historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-ROUTINE-T01,non-frozen Experiment 01 development membership
SI-APPT-006,historical_dev_v1,si,"අද appointment එකට කලින් ප්‍රශ්න ලියාගන්න අමතක වුනා, ලබන පාරට මතක තියාගන්නම්.",historical_ground_truth_development,historical_existing_development,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-APPT-006,non-frozen Experiment 01 development membership
SI-DISCOMFORT-009,historical_dev_v1,si,උකුලේ pressure එකක් ම දැනෙන්න ගත්තා.,historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-DISCOMFORT-009,non-frozen Experiment 01 development membership
SI-REASSURE-007,historical_dev_v1,si,"midwife කිව්වා මගේ symptoms සාමාන්‍ය දේවල් කියලා, ඒක හරිම සැහැල්ලුවක්.",historical_ground_truth_development,historical_existing_development,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-REASSURE-007,non-frozen Experiment 01 development membership
SI-DISCOMFORT-004,historical_dev_v1,si,විනාඩි කීපයක් ඇවිදගෙන ගියොත් ඉනකට රිදෙනවා.,historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-DISCOMFORT-004,non-frozen Experiment 01 development membership
SI-POSITIVE-009,historical_dev_v1,si,දැනට second trimester එකයි මේ pregnancy එකේ හොඳම කාලය.,historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-POSITIVE-009,non-frozen Experiment 01 development membership
SI-REASSURE-006,historical_dev_v1,si,මේ stage එකට සාමාන්‍ය දේ මොනවද කියලා තේරුම් ගත්තට පස්සේ බය අඩු වුනා.,historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-REASSURE-006,non-frozen Experiment 01 development membership
SI-ANXIETY-T01,historical_dev_v1,si,"pregnancy anxiety ගැන article එකක් කියෙව්වා, second trimester එකේදි ඒක සාමාන්‍යයි කියලා තිබුණා.",historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-ANXIETY-T01,non-frozen Experiment 01 development membership
SI-SADNESS-004,historical_dev_v1,si,"බොහෝ සවස් වේලාවට හිත හරිම බාරයි, මොකද කියලා දන්නෙ නෑ.",historical_ground_truth_development,historical_existing_development,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-SADNESS-004,non-frozen Experiment 01 development membership
SI-REASSURE-009,historical_dev_v1,si,results සාමාන්‍ය කියලා ආහ ගමන ලොකු බරක් ඉවත් වුනා වගේ.,historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-REASSURE-009,non-frozen Experiment 01 development membership
SI-SADNESS-T03,historical_dev_v1,si,"සති කීපයක් හිත හරිම බාරයි හිටියේ, ඒත් දිනපතා අක්කා එක්ක කතා කරහම දැන් හොඳටම හිතේ.",historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-SADNESS-T03,non-frozen Experiment 01 development membership
SI-DISCOMFORT-007,historical_dev_v1,si,සවසට ඉළ ඇටේ පැත්තෙ තද වගේ දැනෙනවා.,historical_ground_truth_development,historical_existing_development,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-DISCOMFORT-007,non-frozen Experiment 01 development membership
SI-FEAR-006,historical_dev_v1,si,"මේ symptom එක doctor ට කියන්නත් බය, උත්තරේ ගැන බයයි.",historical_ground_truth_development,historical_existing_development,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-FEAR-006,non-frozen Experiment 01 development membership
SI-AMBIG-010,historical_dev_v1,si,"දැන් වැඩිය excited ද anxious ද කියලා හරියටම කියන්න බෑ, දෙකම කියලා හිතෙනවා.",historical_ground_truth_development,historical_existing_development,DISTRESSED,NEUTRAL,no,no,,,disagree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-AMBIG-010,non-frozen Experiment 01 development membership
SI-SYMPTOM-002,historical_dev_v1,si,"මේ දවස්වල පිටේ පහළ කොටස ගොඩක් රිදෙනවා, ඒක සාමාන්‍යද?",historical_ground_truth_development,historical_existing_development,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,existing_historical_development,PREGNANCY_ANNOTATION_GROUND_TRUTH.csv,SI-SYMPTOM-002,non-frozen Experiment 01 development membership
