record_id,dataset_version,language,text,source_type,domain_category,annotator_1_label,annotator_2_label,annotator_1_ambiguity_flag,annotator_2_ambiguity_flag,annotator_1_tags,annotator_2_tags,agreement_status,adjudicated_label,ambiguity_flag_final,selection_status,source_origin,source_record_id,source_provenance
SI_NEW_V21_0001,maternalink_sinhala_demo_annotated_v1,si,අද මගේ ගර්භණී පරීක්ෂාව ගැන වෛද්‍යවරයාගෙන් විස්තර අහගන්න හිතාගෙන ඉන්නවා,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0001,supplied annotated development source; source metadata retained
SI_NEW_V21_0081,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී කාලයත් සමඟ මගේ ශරීරයේ වෙනස්කම් කිහිපයක් දැනෙනවා,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0081,supplied annotated development source; source metadata retained
SI_NEW_V21_0082,maternalink_sinhala_demo_annotated_v1,si,උදේ නැගිටිනකොට ශරීරය ටිකක් බර වගේ දැනුණා,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0082,supplied annotated development source; source metadata retained
SI_NEW_V21_0083,maternalink_sinhala_demo_annotated_v1,si,මගේ ශරීරයේ සිදුවන සාමාන්‍ය වෙනස්කම් ගැන තොරතුරු බලනවා,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0083,supplied annotated development source; source metadata retained
SI_NEW_V21_0085,maternalink_sinhala_demo_annotated_v1,si,ශරීරයේ වෙනසක් ගැන මට පැහැදිලි නැති නිසා වෛද්‍යවරයාගෙන් අහන්නම්,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0085,supplied annotated development source; source metadata retained
SI_NEW_V21_0086,maternalink_sinhala_demo_annotated_v1,si,මේ කාලයේ ශරීරය වෙනස් වෙන ආකාරය මට අලුත් අත්දැකීමක්,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0086,supplied annotated development source; source metadata retained
SI_NEW_V21_0088,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී සමයේ සාමාන්‍ය ශාරීරික වෙනස්කම් ගැන තව දැනගන්න ඕන,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0088,supplied annotated development source; source metadata retained
SI_NEW_V21_0089,maternalink_sinhala_demo_annotated_v1,si,මගේ ශරීරය දවසෙන් දවස වෙනස් වෙනවා වගේ දැනෙනවා,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0089,supplied annotated development source; source metadata retained
SI_NEW_V21_0091,maternalink_sinhala_demo_annotated_v1,si,ශරීරයේ වෙනස්කම් ගැන online තොරතුරු බලද්දී විශ්වාසදායක මූලාශ්‍රයක් තෝරගන්න ඕන,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0091,supplied annotated development source; source metadata retained
SI_NEW_V21_0093,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී කාලයේ ඇතිවන අපහසුතා ගැන මට පැහැදිලි කිරීමක් අවශ්‍යයි,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0093,supplied annotated development source; source metadata retained
SI_NEW_V21_0094,maternalink_sinhala_demo_annotated_v1,si,මගේ ශරීරයේ වෙනසක් ගැන පවුලේ අයටත් කියලා තියෙනවා,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0094,supplied annotated development source; source metadata retained
SI_NEW_V21_0095,maternalink_sinhala_demo_annotated_v1,si,අද තිබුණු ලක්ෂණය ඊයේට වඩා වෙනස් වගේ දැනුණා,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0095,supplied annotated development source; source metadata retained
SI_NEW_V21_0096,maternalink_sinhala_demo_annotated_v1,si,මගේ ශරීරයේ වෙනස්කම් සටහන් කරගන්න journal එකක් භාවිතා කරනවා,synthetic_research_message,body_changes,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0096,supplied annotated development source; source metadata retained
SI_NEW_V21_0098,maternalink_sinhala_demo_annotated_v1,si,ශරීරයේ වෙනස්කම් ගැන මට තියෙන ප්‍රශ්න clinic එකේදී අහන්නම්,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0098,supplied annotated development source; source metadata retained
SI_NEW_V21_0099,maternalink_sinhala_demo_annotated_v1,si,මේ දවස්වල මට ශරීරය ගැන වැඩි අවධානයක් තියෙනවා,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0099,supplied annotated development source; source metadata retained
SI_NEW_V21_0100,maternalink_sinhala_demo_annotated_v1,si,මගේ ලක්ෂණ ගැන නිවැරදි තොරතුරු ලබාගන්න ඕන,synthetic_research_message,body_changes,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0100,supplied annotated development source; source metadata retained
SI_NEW_V21_0101,maternalink_sinhala_demo_annotated_v1,si,මේ දවස්වල මගේ හැඟීම් ගැන මටම ටිකක් අවධානය දෙන්න සිද්ධ වෙලා තියෙනවා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0101,supplied annotated development source; source metadata retained
SI_NEW_V21_0102,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී කාලයේ හැඟීම් වෙනස් වීම ගැන තොරතුරු දැනගන්න කැමතියි,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0102,supplied annotated development source; source metadata retained
SI_NEW_V21_0103,maternalink_sinhala_demo_annotated_v1,si,අද මගේ මනස ටිකක් කාර්යබහුල වගේ දැනුණා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0103,supplied annotated development source; source metadata retained
SI_NEW_V21_0105,maternalink_sinhala_demo_annotated_v1,si,සමහර දවස්වල මට වැඩි සංවේදී බවක් දැනෙනවා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0105,supplied annotated development source; source metadata retained
SI_NEW_V21_0106,maternalink_sinhala_demo_annotated_v1,si,මට දැනෙන හැඟීම් ලියාගන්න journal එකක් පාවිච්චි කරනවා,synthetic_research_message,emotional_experience,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0106,supplied annotated development source; source metadata retained
SI_NEW_V21_0107,maternalink_sinhala_demo_annotated_v1,si,අද දවසේ මගේ මනෝභාවය ගැන සටහනක් තියාගත්තා,synthetic_research_message,emotional_experience,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0107,supplied annotated development source; source metadata retained
SI_NEW_V21_0108,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී සමයේ mood changes ගැන වෛද්‍යවරයාගෙන් අහන්න ඕන,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0108,supplied annotated development source; source metadata retained
SI_NEW_V21_0109,maternalink_sinhala_demo_annotated_v1,si,මට හිතෙන දේවල් පවුලේ කෙනෙක් සමඟ කතා කළා,synthetic_research_message,emotional_experience,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0109,supplied annotated development source; source metadata retained
SI_NEW_V21_0110,maternalink_sinhala_demo_annotated_v1,si,අද මගේ හැඟීම් ඊයේට වඩා වෙනස් වගේ දැනුණා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0110,supplied annotated development source; source metadata retained
SI_NEW_V21_0111,maternalink_sinhala_demo_annotated_v1,si,මගේ මනෝභාවය ගැන වැඩිපුර අවධානය යොමු කරන්න පටන් ගත්තා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0111,supplied annotated development source; source metadata retained
SI_NEW_V21_0112,maternalink_sinhala_demo_annotated_v1,si,සමහර වෙලාවට හේතුවක් පැහැදිලි නැතිවම හැඟීම් වෙනස් වෙනවා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0112,supplied annotated development source; source metadata retained
SI_NEW_V21_0113,maternalink_sinhala_demo_annotated_v1,si,මට දැනෙන දේ ගැන නිවැරදි උපදෙස් ලබාගන්න ඕන,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0113,supplied annotated development source; source metadata retained
SI_NEW_V21_0114,maternalink_sinhala_demo_annotated_v1,si,අද ටිකක් නිදහසේ ඉන්න වෙලාවක් වෙන් කරගත්තා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0114,supplied annotated development source; source metadata retained
SI_NEW_V21_0116,maternalink_sinhala_demo_annotated_v1,si,මගේ mood එක ගැන දිනපතා සරල සටහනක් තියාගන්නවා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0116,supplied annotated development source; source metadata retained
SI_NEW_V21_0117,maternalink_sinhala_demo_annotated_v1,si,අද මට හිතට දැනුණු දෙයක් වෛද්‍යවරයාගෙන් අහන්න සටහන් කරගත්තා,synthetic_research_message,emotional_experience,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0117,supplied annotated development source; source metadata retained
SI_NEW_V21_0118,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී කාලයේ හැඟීම් පාලනය කරගන්න ක්‍රම ගැන දැනගන්න කැමතියි,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0118,supplied annotated development source; source metadata retained
SI_NEW_V21_0119,maternalink_sinhala_demo_annotated_v1,si,මගේ හැඟීම් වෙනස් වුණාම ඒක කවදාද කියලා මතක තියාගන්න උත්සාහ කරනවා,synthetic_research_message,emotional_experience,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0119,supplied annotated development source; source metadata retained
SI_NEW_V21_0120,maternalink_sinhala_demo_annotated_v1,si,මනෝභාවය ගැන සැලකිලිමත් වීමත් ගර්භණී සෞඛ්‍යයේ කොටසක් කියලා දැනගත්තා,synthetic_research_message,emotional_experience,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0120,supplied annotated development source; source metadata retained
SI_NEW_V21_0121,maternalink_sinhala_demo_annotated_v1,si,මගේ සහකරු එක්ක මේ දවස්වල දැනෙන දේවල් ගැන කතා කරනවා,synthetic_research_message,support_relationships,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0121,supplied annotated development source; source metadata retained
SI_NEW_V21_0122,maternalink_sinhala_demo_annotated_v1,si,පවුලේ අය මට උදව් කරන ආකාරය ගැන මම සලකා බලනවා,synthetic_research_message,support_relationships,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0122,supplied annotated development source; source metadata retained
SI_NEW_V21_0123,maternalink_sinhala_demo_annotated_v1,si,මට අවශ්‍ය සහය ගැන පවුලේ අයට පැහැදිලිව කියන්න ඕන,synthetic_research_message,support_relationships,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0123,supplied annotated development source; source metadata retained
SI_NEW_V21_0125,maternalink_sinhala_demo_annotated_v1,si,මගේ මිතුරියක් මට clinic එකට යන්න උදව් කරන්න ඉදිරිපත් වුණා,synthetic_research_message,support_relationships,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0125,supplied annotated development source; source metadata retained
SI_NEW_V21_0127,maternalink_sinhala_demo_annotated_v1,si,පවුලේ අය සමඟ baby ගැන සැලසුම් කිහිපයක් කතා කළා,synthetic_research_message,support_relationships,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0127,supplied annotated development source; source metadata retained
SI_NEW_V21_0128,maternalink_sinhala_demo_annotated_v1,si,මට support එක අවශ්‍ය වෙලාව හඳුනාගන්න උත්සාහ කරනවා,synthetic_research_message,support_relationships,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0128,supplied annotated development source; source metadata retained
SI_NEW_V21_0129,maternalink_sinhala_demo_annotated_v1,si,මගේ සහකරුට මගේ දැනෙන දේ පැහැදිලි කරලා කියන්න ඕන,synthetic_research_message,support_relationships,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0129,supplied annotated development source; source metadata retained
SI_NEW_V21_0131,maternalink_sinhala_demo_annotated_v1,si,පවුලේ අයගේ අදහස් අහලා මගේ තීරණය ගන්න හිතනවා,synthetic_research_message,support_relationships,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0131,supplied annotated development source; source metadata retained
SI_NEW_V21_0132,maternalink_sinhala_demo_annotated_v1,si,මට උදව් කරන අයගේ contact details එක තැනක තියාගත්තා,synthetic_research_message,support_relationships,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0132,supplied annotated development source; source metadata retained
SI_NEW_V21_0133,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී කාලයේ support network එකක් තියෙන එක ගැන දැනගන්න ඕන,synthetic_research_message,support_relationships,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0133,supplied annotated development source; source metadata retained
SI_NEW_V21_0134,maternalink_sinhala_demo_annotated_v1,si,අද මට උදව් කළ කෙනෙක් ගැන මතක් වුණා,synthetic_research_message,support_relationships,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0134,supplied annotated development source; source metadata retained
SI_NEW_V21_0136,maternalink_sinhala_demo_annotated_v1,si,මගේ හැඟීම් සම්බන්ධයෙන් සහය ඉල්ලන්න මම පසුබට නොවෙන්න උත්සාහ කරනවා,synthetic_research_message,support_relationships,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0136,supplied annotated development source; source metadata retained
SI_NEW_V21_0137,maternalink_sinhala_demo_annotated_v1,si,baby ගැන ඇති බලාපොරොත්තු සහ සැලසුම් ගැන අපි කතා කළා,synthetic_research_message,support_relationships,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0137,supplied annotated development source; source metadata retained
SI_NEW_V21_0138,maternalink_sinhala_demo_annotated_v1,si,මට අවශ්‍ය විවේකය ගැන පවුලේ අයට කියලා තියෙනවා,synthetic_research_message,support_relationships,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0138,supplied annotated development source; source metadata retained
SI_NEW_V21_0139,maternalink_sinhala_demo_annotated_v1,si,මගේ support person කවුද කියලා මම පැහැදිලිව තීරණය කරලා තියෙනවා,synthetic_research_message,support_relationships,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0139,supplied annotated development source; source metadata retained
SI_NEW_V21_0141,maternalink_sinhala_demo_annotated_v1,si,දරුවා ලැබෙන්න කලින් අවශ්‍ය දේවල් ලැයිස්තුවක් හදාගන්න පටන් ගත්තා,synthetic_research_message,preparation_planning,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0141,supplied annotated development source; source metadata retained
SI_NEW_V21_0142,maternalink_sinhala_demo_annotated_v1,si,hospital bag එකට දාන්න ඕන දේවල් ගැන සටහන් කරගත්තා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0142,supplied annotated development source; source metadata retained
SI_NEW_V21_0143,maternalink_sinhala_demo_annotated_v1,si,delivery එකට කලින් කරන සැලසුම් ගැන පවුලේ අය සමඟ කතා කරනවා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0143,supplied annotated development source; source metadata retained
SI_NEW_V21_0145,maternalink_sinhala_demo_annotated_v1,si,ඉදිරි සති කිහිපයේ appointments calendar එකේ සටහන් කරගත්තා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0145,supplied annotated development source; source metadata retained
SI_NEW_V21_0146,maternalink_sinhala_demo_annotated_v1,si,රෝහලට යන විදිහ කලින් සැලසුම් කරගන්න ඕන,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0146,supplied annotated development source; source metadata retained
SI_NEW_V21_0147,maternalink_sinhala_demo_annotated_v1,si,හදිසි අවස්ථාවක සම්බන්ධ කරගන්න පුළුවන් අයගේ ලැයිස්තුවක් තියාගත්තා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0147,supplied annotated development source; source metadata retained
SI_NEW_V21_0148,maternalink_sinhala_demo_annotated_v1,si,delivery ගැන වෛද්‍යවරයා කියන සැලසුම් තේරුම් ගන්න කැමතියි,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0148,supplied annotated development source; source metadata retained
SI_NEW_V21_0150,maternalink_sinhala_demo_annotated_v1,si,මගේ clinic records එකට අවශ්‍ය ලේඛන සූදානම් කරගත්තා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0150,supplied annotated development source; source metadata retained
SI_NEW_V21_0151,maternalink_sinhala_demo_annotated_v1,si,රෝහලට යන ගමනේදී අවශ්‍ය දේවල් කලින් සූදානම් කරගන්නවා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0151,supplied annotated development source; source metadata retained
SI_NEW_V21_0153,maternalink_sinhala_demo_annotated_v1,si,ගෙදර baby සඳහා ඉඩක් සූදානම් කරගන්න පටන් ගත්තා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0153,supplied annotated development source; source metadata retained
SI_NEW_V21_0154,maternalink_sinhala_demo_annotated_v1,si,අවශ්‍ය නම් උදව් කරන කෙනෙක් කවුද කියලා කලින් තීරණය කරනවා,synthetic_research_message,preparation_planning,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0154,supplied annotated development source; source metadata retained
SI_NEW_V21_0155,maternalink_sinhala_demo_annotated_v1,si,ඉදිරි සති සඳහා මගේ වැඩ සහ appointments එකට සැලසුම් කරනවා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0155,supplied annotated development source; source metadata retained
SI_NEW_V21_0156,maternalink_sinhala_demo_annotated_v1,si,babyගේ දේවල් ගන්න කලින් අවශ්‍ය ලැයිස්තුව පරීක්ෂා කරනවා,synthetic_research_message,preparation_planning,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0156,supplied annotated development source; source metadata retained
SI_NEW_V21_0157,maternalink_sinhala_demo_annotated_v1,si,රෝහලේදී අරගෙන යන්න ඕන ලේඛන ගැන තොරතුරු බලනවා,synthetic_research_message,preparation_planning,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0157,supplied annotated development source; source metadata retained
SI_NEW_V21_0158,maternalink_sinhala_demo_annotated_v1,si,delivery ආසන්න වෙද්දී කරන්න ඕන සූදානම් මොනවාද කියලා දැනගන්න ඕන,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0158,supplied annotated development source; source metadata retained
SI_NEW_V21_0159,maternalink_sinhala_demo_annotated_v1,si,පවුලේ අය සමඟ emergency plan එකක් ගැන කතා කළා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0159,supplied annotated development source; source metadata retained
SI_NEW_V21_0160,maternalink_sinhala_demo_annotated_v1,si,අද මගේ pregnancy preparation list එක update කළා,synthetic_research_message,preparation_planning,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0160,supplied annotated development source; source metadata retained
SI_NEW_V21_0161,maternalink_sinhala_demo_annotated_v1,si,මට ලැබෙන සෞඛ්‍ය තොරතුරු විශ්වාසදායක මූලාශ්‍රයකින්ද කියලා බලනවා,synthetic_research_message,health_information,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0161,supplied annotated development source; source metadata retained
SI_NEW_V21_0162,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී සමයේ සාමාන්‍ය ලක්ෂණ ගැන නිවැරදි තොරතුරු දැනගන්න ඕන,synthetic_research_message,health_information,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0162,supplied annotated development source; source metadata retained
SI_NEW_V21_0163,maternalink_sinhala_demo_annotated_v1,si,online article එකක් කියවලා ඒක වෛද්‍ය උපදෙස්ද කියලා තහවුරු කරගන්න හිතනවා,synthetic_research_message,health_information,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0163,supplied annotated development source; source metadata retained
SI_NEW_V21_0164,maternalink_sinhala_demo_annotated_v1,si,මට තේරෙන්නේ නැති වෛද්‍ය වචන කිහිපයක් ගැන පැහැදිලි කිරීමක් අවශ්‍යයි,synthetic_research_message,health_information,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0164,supplied annotated development source; source metadata retained
SI_NEW_V21_0165,maternalink_sinhala_demo_annotated_v1,si,මගේ ප්‍රශ්න ටික clinic එකට ගෙනියන්න ලියාගත්තා,synthetic_research_message,health_information,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0165,supplied annotated development source; source metadata retained
SI_NEW_V21_0166,maternalink_sinhala_demo_annotated_v1,si,සෞඛ්‍ය තොරතුරු අතරින් මට අදාළ දේ තෝරාගන්න ඕන,synthetic_research_message,health_information,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0166,supplied annotated development source; source metadata retained
